id_transaccion,fecha,hora,cajero,cedula_cliente,nombre_cliente,subtotal,iva,total,metodo_pago,estado,valida_hasta
TX-0180,2025-12-22,16:18:19,Cajero_01,0209800873,Luis Miguel Reyes Rivera,4.0,0.48,4.48,Efectivo,COMPLETADA,2026-12-22
TX-0181,2025-12-23,14:50:59,Cajero_01,1552566765,Fernanda Morales Suarez,17.1,2.05,19.15,Efectivo,COMPLETADA,2026-12-23
TX-0182,2025-12-23,18:16:30,Cajero_01,0651422633,Ricardo Pacheco Medina,12.55,1.51,14.06,Efectivo,COMPLETADA,2026-12-23
TX-0183,2025-12-24,11:19:54,Cajero_01,1606523941,Pablo Ramirez Herrera,5.5,0.66,6.16,QR,COMPLETADA,2026-12-24
TX-0184,2025-12-24,19:50:38,Cajero_01,1854107245,Vanessa Suarez Perez,7.6,0.91,8.51,Efectivo,COMPLETADA,2026-12-24
TX-0185,2025-12-25,09:10:37,Cajero_01,0742219824,Andres Vega Ortega,10.9,1.31,12.21,Transferencia,COMPLETADA,2026-12-25
TX-0186,2025-12-29,11:07:22,Cajero_01,1343188992,Vanessa Castro Lopez,1.8,0.22,2.02,Efectivo,COMPLETADA,2026-12-29
TX-0187,2026-01-01,10:13:59,Cajero_01,0553589533,Eduardo Torres Jimenez,15.3,1.84,17.14,Efectivo,COMPLETADA,2027-01-01
TX-0188,2026-01-03,15:17:47,Cajero_01,0447290770,Cristian Ramirez Rodriguez,6.7,0.8,7.5,QR,COMPLETADA,2027-01-03
TX-0189,2026-01-03,16:22:59,Cajero_01,1552566765,Fernanda Morales Suarez,9.9,1.19,11.09,Efectivo,COMPLETADA,2027-01-03
TX-0190,2026-01-08,18:52:26,Cajero_01,1854107245,Vanessa Suarez Perez,9.45,1.13,10.58,Efectivo,COMPLETADA,2027-01-08
TX-0191,2026-01-12,17:23:44,Cajero_01,2038877065,Jose Antonio Jimenez Jimenez,9.6,1.15,10.75,Transferencia,COMPLETADA,2027-01-12
TX-0192,2026-01-12,20:07:50,Cajero_01,1552566765,Fernanda Morales Suarez,4.35,0.52,4.87,Tarjeta,COMPLETADA,2027-01-12
TX-0193,2026-01-13,15:58:20,Cajero_01,0515647119,Fernanda Rivera Ramirez,8.3,1.0,9.3,QR,COMPLETADA,2027-01-13
TX-0194,2026-01-15,14:24:29,Cajero_01,0816818496,Jose Antonio Aguirre Cabrera,10.0,1.2,11.2,QR,COMPLETADA,2027-01-15
TX-0195,2026-01-15,18:34:50,Cajero_01,0758375710,Alejandro Molina Rivera,7.2,0.86,8.06,Transferencia,COMPLETADA,2027-01-15
TX-0196,2026-01-15,19:40:35,Cajero_01,2038877065,Jose Antonio Jimenez Jimenez,8.25,0.99,9.24,Efectivo,COMPLETADA,2027-01-15
TX-0197,2026-01-20,18:33:46,Cajero_01,0347078673,Oscar Medina Vargas,2.25,0.27,2.52,Transferencia,COMPLETADA,2027-01-20
TX-0198,2026-01-21,16:56:06,Cajero_01,0744449324,Roberto Martinez Vargas,6.2,0.74,6.94,Efectivo,COMPLETADA,2027-01-21
TX-0199,2026-01-22,09:28:45,Cajero_01,1634348512,Veronica Perez Reyes,11.8,1.42,13.22,Efectivo,COMPLETADA,2027-01-22
TX-0200,2026-01-22,12:40:11,Cajero_01,1223818418,Beatriz Aguirre Mendoza,12.0,1.44,13.44,Efectivo,COMPLETADA,2027-01-22
TX-0201,2026-01-24,08:08:35,Cajero_01,0630054447,Roberto Flores Herrera,13.6,1.63,15.23,Transferencia,COMPLETADA,2027-01-24
TX-0202,2026-01-25,11:45:22,Cajero_01,0630054447,Roberto Flores Herrera,11.3,1.36,12.66,Efectivo,COMPLETADA,2027-01-25
TX-0203,2026-01-26,16:16:09,Cajero_01,1430908841,Mateo Morales Herrera,21.5,2.58,24.08,Efectivo,COMPLETADA,2027-01-26
TX-0204,2026-01-27,11:35:48,Cajero_01,1527096887,Manuel Pacheco Pacheco,9.2,1.1,10.3,Efectivo,COMPLETADA,2027-01-27
TX-0205,2026-01-28,08:21:33,Cajero_01,1832592974,Roberto Morales Cabrera,12.6,1.51,14.11,QR,COMPLETADA,2027-01-28
TX-0206,2026-01-28,12:30:53,Cajero_01,1854107245,Vanessa Suarez Perez,5.8,0.7,6.5,Transferencia,COMPLETADA,2027-01-28
TX-0207,2026-01-30,10:37:43,Cajero_01,0816818496,Jose Antonio Aguirre Cabrera,17.6,2.11,19.71,Efectivo,COMPLETADA,2027-01-30
TX-0208,2026-01-30,15:57:40,Cajero_01,2236654757,Martha Flores Romero,1.6,0.19,1.79,Efectivo,COMPLETADA,2027-01-30
TX-0209,2026-02-02,13:42:34,Cajero_01,1017351517,Veronica Torres Morales,10.5,1.26,11.76,Efectivo,COMPLETADA,2027-02-02
TX-0210,2026-02-02,14:12:57,Cajero_01,0303823498,Cristian Sanchez Molina,4.8,0.58,5.38,Efectivo,COMPLETADA,2027-02-02
TX-0211,2026-02-02,19:09:28,Cajero_01,0859418194,Patricia Ramirez Gonzalez,3.2,0.38,3.58,Transferencia,COMPLETADA,2027-02-02
TX-0212,2026-02-04,10:05:23,Cajero_01,0223761823,Maria Jose Reyes Vargas,1.2,0.14,1.34,Efectivo,COMPLETADA,2027-02-04
TX-0213,2026-02-05,11:19:16,Cajero_01,0444130808,Rodrigo Torres Jimenez,8.1,0.97,9.07,Transferencia,COMPLETADA,2027-02-05
TX-0214,2026-02-07,09:36:25,Cajero_01,1449162579,Claudia Jimenez Carrillo,2.4,0.29,2.69,Efectivo,COMPLETADA,2027-02-07
TX-0215,2026-02-08,08:28:43,Cajero_01,0223524499,Daniela Morales Medina,15.5,1.86,17.36,Efectivo,COMPLETADA,2027-02-08
TX-0216,2026-02-09,08:43:39,Cajero_01,0655573147,Veronica Herrera Garcia,16.7,2.0,18.7,QR,COMPLETADA,2027-02-09
TX-0217,2026-02-09,15:59:04,Cajero_01,0409281552,Veronica Gonzalez Ramirez,7.6,0.91,8.51,Efectivo,COMPLETADA,2027-02-09
TX-0218,2026-02-14,09:18:25,Cajero_01,1853305700,Mateo Garcia Castro,1.8,0.22,2.02,QR,COMPLETADA,2027-02-14
TX-0219,2026-02-14,12:35:15,Cajero_01,0553589533,Eduardo Torres Jimenez,7.5,0.9,8.4,Efectivo,COMPLETADA,2027-02-14
TX-0220,2026-02-14,13:43:54,Cajero_01,1104171761,Rosa Rodriguez Jimenez,14.0,1.68,15.68,Tarjeta,COMPLETADA,2027-02-14
TX-0221,2026-02-16,12:02:42,Cajero_01,1114456272,Diego Vega Molina,9.4,1.13,10.53,Tarjeta,COMPLETADA,2027-02-16
TX-0222,2026-02-20,12:20:29,Cajero_01,0630054447,Roberto Flores Herrera,12.6,1.51,14.11,QR,COMPLETADA,2027-02-20
TX-0223,2026-02-21,08:28:59,Cajero_01,0913744854,Monica Lopez Garcia,2.6,0.31,2.91,Transferencia,COMPLETADA,2027-02-21
TX-0224,2026-02-21,16:40:39,Cajero_01,0327563202,Camila Carrillo Torres,12.45,1.49,13.94,Efectivo,COMPLETADA,2027-02-21
TX-0225,2026-02-25,13:05:45,Cajero_01,0124813613,Sebastian Vargas Delgado,2.2,0.26,2.46,Tarjeta,COMPLETADA,2027-02-25
TX-0226,2026-02-25,20:07:14,Cajero_01,1134960271,Santiago Vega Herrera,12.3,1.48,13.78,Transferencia,COMPLETADA,2027-02-25
TX-0227,2026-02-26,19:24:50,Cajero_01,0303823498,Cristian Sanchez Molina,3.6,0.43,4.03,QR,COMPLETADA,2027-02-26
TX-0228,2026-02-27,18:06:15,Cajero_01,1100156287,Monica Flores Mendoza,11.95,1.43,13.38,Tarjeta,COMPLETADA,2027-02-27
TX-0229,2026-02-28,11:05:49,Cajero_01,0444130808,Rodrigo Torres Jimenez,6.35,0.76,7.11,Efectivo,COMPLETADA,2027-02-28
TX-0230,2026-02-28,19:24:11,Cajero_01,0447290770,Cristian Ramirez Rodriguez,10.7,1.28,11.98,Efectivo,COMPLETADA,2027-02-28
TX-0231,2026-03-03,12:15:20,Cajero_01,1633194548,Melissa Torres Pacheco,4.0,0.48,4.48,Tarjeta,COMPLETADA,2027-03-03
TX-0232,2026-03-04,12:57:42,Cajero_01,0742219824,Andres Vega Ortega,0.8,0.1,0.9,Efectivo,COMPLETADA,2027-03-04
TX-0233,2026-03-05,12:11:52,Cajero_01,1552566765,Fernanda Morales Suarez,7.5,0.9,8.4,QR,COMPLETADA,2027-03-05
TX-0234,2026-03-05,14:40:23,Cajero_01,0810341919,Luis Miguel Cabrera Garcia,14.1,1.69,15.79,Efectivo,COMPLETADA,2027-03-05
TX-0235,2026-03-07,09:33:16,Cajero_01,0443656838,Patricia Ortega Vega,3.0,0.36,3.36,QR,COMPLETADA,2027-03-07
TX-0236,2026-03-07,17:01:01,Cajero_01,1323679591,Mateo Medina Romero,4.55,0.55,5.1,Tarjeta,COMPLETADA,2027-03-07
TX-0237,2026-03-08,13:02:47,Cajero_01,1114428914,Javier Sanchez Molina,17.8,2.14,19.94,QR,COMPLETADA,2027-03-08
TX-0238,2026-03-09,09:16:28,Cajero_01,0433671545,Raul Garcia Medina,2.4,0.29,2.69,Efectivo,COMPLETADA,2027-03-09
TX-0239,2026-03-09,19:25:02,Cajero_01,0755229731,Manuel Vargas Cabrera,9.0,1.08,10.08,Tarjeta,COMPLETADA,2027-03-09
TX-0240,2026-03-10,16:48:09,Cajero_01,0444130808,Rodrigo Torres Jimenez,8.7,1.04,9.74,Efectivo,COMPLETADA,2027-03-10
TX-0241,2026-03-10,18:20:32,Cajero_01,1327072684,Nicolas Rivera Rivera,3.6,0.43,4.03,Transferencia,COMPLETADA,2027-03-10
TX-0242,2026-03-11,10:32:42,Cajero_01,1224017343,Melissa Garcia Lopez,0.9,0.11,1.01,Efectivo,COMPLETADA,2027-03-11
TX-0243,2026-03-16,17:30:59,Cajero_01,2022090865,Laura Aguirre Rivera,16.5,1.98,18.48,QR,COMPLETADA,2027-03-16
TX-0244,2026-03-17,18:20:54,Cajero_01,2249482934,Vanessa Martinez Herrera,7.35,0.88,8.23,Efectivo,COMPLETADA,2027-03-17
TX-0245,2026-03-18,14:07:06,Cajero_01,1323679591,Mateo Medina Romero,3.0,0.36,3.36,Efectivo,COMPLETADA,2027-03-18
TX-0246,2026-03-19,10:04:29,Cajero_01,1820463060,Natalia Vega Delgado,11.35,1.36,12.71,Tarjeta,COMPLETADA,2027-03-19
TX-0247,2026-03-20,14:28:19,Cajero_01,1244437923,Roberto Morales Carrillo,7.5,0.9,8.4,Efectivo,COMPLETADA,2027-03-20
TX-0248,2026-03-21,13:38:33,Cajero_01,0754479144,Fernando Morales Morales,3.9,0.47,4.37,Efectivo,COMPLETADA,2027-03-21
TX-0249,2026-03-22,08:32:25,Cajero_01,1641221854,Juan Carlos Rodriguez Torres,19.9,2.39,22.29,Efectivo,COMPLETADA,2027-03-22
TX-0250,2026-03-24,09:17:56,Cajero_01,0209800873,Luis Miguel Reyes Rivera,20.7,2.48,23.18,Efectivo,COMPLETADA,2027-03-24
TX-0251,2026-03-24,13:36:14,Cajero_01,0434663623,Silvia Torres Carrillo,10.3,1.24,11.54,Transferencia,COMPLETADA,2027-03-24
TX-0252,2026-03-28,16:38:27,Cajero_01,0415218367,Fernando Guerrero Guerrero,11.7,1.4,13.1,Efectivo,COMPLETADA,2027-03-28
TX-0253,2026-03-30,13:34:37,Cajero_01,1224017343,Melissa Garcia Lopez,3.8,0.46,4.26,Efectivo,COMPLETADA,2027-03-30
TX-0254,2026-04-02,14:32:26,Cajero_01,0347078673,Oscar Medina Vargas,19.7,2.36,22.06,Efectivo,COMPLETADA,2027-04-02
TX-0255,2026-04-03,10:01:16,Cajero_01,0816818496,Jose Antonio Aguirre Cabrera,5.8,0.7,6.5,Efectivo,COMPLETADA,2027-04-03
TX-0256,2026-04-05,11:56:26,Cajero_01,1134491946,Beatriz Rodriguez Pacheco,1.6,0.19,1.79,Efectivo,COMPLETADA,2027-04-05
TX-0257,2026-04-05,15:20:54,Cajero_01,0415218367,Fernando Guerrero Guerrero,9.3,1.12,10.42,Efectivo,COMPLETADA,2027-04-05
TX-0258,2026-04-06,20:08:20,Cajero_01,0347078673,Oscar Medina Vargas,0.6,0.07,0.67,Tarjeta,COMPLETADA,2027-04-06
TX-0259,2026-04-09,11:39:29,Cajero_01,0859418194,Patricia Ramirez Gonzalez,5.15,0.62,5.77,Efectivo,COMPLETADA,2027-04-09
TX-0260,2026-04-12,08:09:02,Cajero_01,0209800873,Luis Miguel Reyes Rivera,6.6,0.79,7.39,Efectivo,COMPLETADA,2027-04-12
TX-0261,2026-04-13,10:48:00,Cajero_01,2244476583,Laura Reyes Lopez,2.2,0.26,2.46,Transferencia,COMPLETADA,2027-04-13
TX-0262,2026-04-13,17:10:18,Cajero_01,0409281552,Veronica Gonzalez Ramirez,13.1,1.57,14.67,QR,COMPLETADA,2027-04-13
TX-0263,2026-04-14,08:56:01,Cajero_01,0754479144,Fernando Morales Morales,16.1,1.93,18.03,Efectivo,COMPLETADA,2027-04-14
TX-0264,2026-04-15,14:10:27,Cajero_01,1606523941,Pablo Ramirez Herrera,15.3,1.84,17.14,Efectivo,COMPLETADA,2027-04-15
TX-0265,2026-04-18,12:17:14,Cajero_01,0925363836,Diana Flores Torres,19.0,2.28,21.28,Efectivo,COMPLETADA,2027-04-18
TX-0266,2026-04-18,17:09:20,Cajero_01,0810341919,Luis Miguel Cabrera Garcia,16.2,1.94,18.14,Efectivo,COMPLETADA,2027-04-18
TX-0267,2026-04-19,12:00:36,Cajero_01,0124813613,Sebastian Vargas Delgado,5.9,0.71,6.61,Tarjeta,COMPLETADA,2027-04-19
TX-0268,2026-04-20,20:32:58,Cajero_01,0651422633,Ricardo Pacheco Medina,1.8,0.22,2.02,Transferencia,COMPLETADA,2027-04-20
TX-0269,2026-04-22,16:11:29,Cajero_01,1134491946,Beatriz Rodriguez Pacheco,5.0,0.6,5.6,Efectivo,COMPLETADA,2027-04-22
TX-0270,2026-04-25,09:31:04,Cajero_01,2244476583,Laura Reyes Lopez,39.9,4.79,44.69,Transferencia,COMPLETADA,2027-04-25
TX-0271,2026-04-26,17:32:39,Cajero_01,0311149597,Gabriela Rodriguez Castro,17.8,2.14,19.94,Tarjeta,COMPLETADA,2027-04-26
TX-0272,2026-04-27,11:36:25,Cajero_01,0159304682,Ivan Suarez Castro,14.0,1.68,15.68,Efectivo,COMPLETADA,2027-04-27
TX-0273,2026-04-27,14:36:53,Cajero_01,1815440561,Andres Aguirre Suarez,10.3,1.24,11.54,Transferencia,COMPLETADA,2027-04-27
TX-0274,2026-04-30,10:22:41,Cajero_01,0443656838,Patricia Ortega Vega,29.4,3.53,32.93,Efectivo,COMPLETADA,2027-04-30
TX-0275,2026-04-30,17:04:14,Cajero_01,0810341919,Luis Miguel Cabrera Garcia,11.8,1.42,13.22,Efectivo,COMPLETADA,2027-04-30
TX-0276,2026-05-01,18:01:48,Cajero_01,0216358113,Silvia Jimenez Medina,14.6,1.75,16.35,Efectivo,COMPLETADA,2027-05-01
TX-0277,2026-05-02,20:42:43,Cajero_01,0303823498,Cristian Sanchez Molina,5.0,0.6,5.6,Efectivo,COMPLETADA,2027-05-02
TX-0278,2026-05-05,13:41:52,Cajero_01,1537418210,Vanessa Suarez Rivera,5.4,0.65,6.05,Efectivo,COMPLETADA,2027-05-05
TX-0279,2026-05-07,11:26:55,Cajero_01,1100156287,Monica Flores Mendoza,15.1,1.81,16.91,QR,COMPLETADA,2027-05-07
TX-0280,2026-05-08,11:43:47,Cajero_01,2122710895,Gabriel Cabrera Gonzalez,12.3,1.48,13.78,Efectivo,COMPLETADA,2027-05-08
TX-0281,2026-05-12,00:13:23,Cajero_01,9999999999,Consumidor Final,4.2,0.5,4.7,Efectivo,COMPLETADA,2027-05-12
TX-0282,2026-05-12,14:16:32,Cajero_01,9999999999,Consumidor Final,1.25,0.15,1.4,Efectivo,COMPLETADA,2027-05-12
TX-0283,2026-05-12,14:17:52,Cajero_01,9999999999,Consumidor Final,1.8,0.22,2.02,Efectivo,COMPLETADA,2027-05-12
TX-0284,2026-05-12,14:20:55,Cajero_01,9999999999,Consumidor Final,0.9,0.11,1.01,Efectivo,COMPLETADA,2027-05-12
TX-0285,2026-05-12,14:48:52,Cajero_01,9999999999,Consumidor Final,5.5,0.66,6.16,Efectivo,COMPLETADA,2027-05-12
TX-0286,2026-05-12,15:05:59,Cajero_01,1724306495,Daniel Araujo,2.2,0.26,2.46,Efectivo,COMPLETADA,2027-05-12
